date;job_group;num_jobs;href
2023-11-08;Sprache / Übersetzung;4110;/Freelancer/K/Sprachen-Dienstleistung-Soziales-Freelancer/Sprache-Uebersetzung-Freelancer/
2023-11-08;Training / Schulung / Coaching;6467;/Freelancer/K/Sprachen-Dienstleistung-Soziales-Freelancer/Training-Schulung-Coaching-Freelancer/
2023-11-08;Technik, Ingenieurwesen;20847;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/
2023-11-08;Architektur;833;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Architektur-Freelancer/
2023-11-08;Automatisierungstechnik;1854;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Automatisierungstechnik-Freelancer/
2023-11-08;Bauingenieurwesen;1614;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Bauingenieurwesen-Freelancer/
2023-11-08;Elektrotechnik / Elektronik;1998;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Elektrotechnik-Elektronik-Freelancer/
2023-11-08;Energietechnik;1012;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Energietechnik-Freelancer/
2023-11-08;Fahrzeugbau / -technik;1799;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Fahrzeugbau-Fahrzeugtechnik-Freelancer/
2023-11-08;Fertigungstechnik;1230;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Fertigungstechnik-Freelancer/
2023-11-08;Funk- / Nachrichtentechnik;942;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Funktechnik-Nachrichtentechnik-Freelancer/
2023-11-08;Handwerk;919;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Handwerk-Freelancer/
2023-11-08;Installation / Montage / Wartung;1422;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Installation-Montage-Wartung-Freelancer/
2023-11-08;Konstruktionstechnik;1431;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Konstruktionstechnik-Freelancer/
2023-11-08;Luft- / Raumfahrttechnik;515;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Luftfahrttechnik-Raumfahrttechnik-Freelancer/
2023-11-08;Management (Technik);5313;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Projektleitung-Projektmanagement-PMO-Freelancer/
2023-11-08;Maschinen- / Anlagenbau;3157;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Maschinenbau-Anlagenbau-Freelancer/
2023-11-08;Mechatronik;449;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Mechatronik-Freelancer/
2023-11-08;Mess- / Regelungstechnik;1849;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Messtechnik-Regelungstechnik-Freelancer/
2023-11-08;Produktionstechnik;2011;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Produktionstechnik-Freelancer/
2023-11-08;Prüftechnik;699;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Prueftechnik-Freelancer/
2023-11-08;Qualitätsmanagement / Testing (Technik);1905;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Qualitaetsmanagement-Freelancer/
2023-11-08;Robotik / Robotertechnik;424;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Robotik-Robotertechnik-Freelancer/
2023-11-08;Sicherheitstechnik;1220;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Sicherheitstechnik-Freelancer/
2023-11-08;Technisches Zeichnen / CAD / CAE;3970;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Technisches-Zeichnen-CAD-CAE-Freelancer/
2023-11-08;Textiltechnik;80;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Textiltechnik-Freelancer/
2023-11-08;Umwelttechnik;500;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Umwelttechnik-Freelancer/
2023-11-08;Verfahrenstechnik;892;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Verfahrenstechnik-Freelancer/
2023-11-08;Versorgungstechnik;909;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Versorgungstechnik-Freelancer/
2023-11-08;Weitere technische Qualifikationen;2731;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/weitere-technische-Freelancer/
2023-11-09;Design, Kunst, Medien;21704;/Freelancer/K/Design-Kunst-Medien-Freelancer/
2023-11-09;Design;13498;/Freelancer/K/Design-Kunst-Medien-Freelancer/Design-Freelancer/
2023-11-09;Grafik- / Animationssoftware;6090;/Freelancer/K/Design-Kunst-Medien-Freelancer/Grafik-Animationssoftware-Freelancer/
2023-11-09;Kunst;3543;/Freelancer/K/Design-Kunst-Medien-Freelancer/Kunst-Freelancer/
2023-11-09;Medien;4172;/Freelancer/K/Design-Kunst-Medien-Freelancer/Medien-Freelancer/
2023-11-09;Redaktion;6322;/Freelancer/K/Design-Kunst-Medien-Freelancer/Redaktion-Freelancer/
2023-11-09;Einkauf, Handel, Logistik;6896;/Freelancer/K/Einkauf-Handel-Logistik-Freelancer/
2023-11-09;Einkauf;2298;/Freelancer/K/Einkauf-Handel-Logistik-Freelancer/Einkauf-Freelancer/
2023-11-09;Handel / E-Commerce;2262;/Freelancer/K/Einkauf-Handel-Logistik-Freelancer/Handel-E-Commerce-Freelancer/
2023-11-09;Import / Export;434;/Freelancer/K/Einkauf-Handel-Logistik-Freelancer/Import-Export-Freelancer/
2023-11-09;Lieferantenmanagement;1126;/Freelancer/K/Einkauf-Handel-Logistik-Freelancer/Lieferantenmanagement-Freelancer/
2023-11-09;Logistik / Supply-Chain-Management;2404;/Freelancer/K/Einkauf-Handel-Logistik-Freelancer/Supply-Chain-Management-Freelancer/
2023-11-09;Transport / Spedition;495;/Freelancer/K/Einkauf-Handel-Logistik-Freelancer/Transport-Freelancer/
2023-11-09;Finanzen, Versicherung, Recht;7360;/Freelancer/K/Finanzen-Versicherung-Recht-Freelancer/
2023-11-09;Finanzwesen;2882;/Freelancer/K/Finanzen-Versicherung-Recht-Freelancer/Finanzwesen-Freelancer/
2023-11-09;Rechnungswesen;4155;/Freelancer/K/Finanzen-Versicherung-Recht-Freelancer/Rechnungswesen-Freelancer/
2023-11-09;Rechtswesen;1554;/Freelancer/K/Finanzen-Versicherung-Recht-Freelancer/Rechtswesen-Freelancer/
2023-11-09;Versicherungen;500;/Freelancer/K/Finanzen-Versicherung-Recht-Freelancer/Versicherungen-Freelancer/
2023-11-09;Forschung, Wissenschaft, Bildung;7249;/Freelancer/K/Forschung-Wissenschaft-Bildung-Freelancer/
2023-11-09;Bildung;1385;/Freelancer/K/Forschung-Wissenschaft-Bildung-Freelancer/Bildung-Freelancer/
2023-11-09;Forschung / Entwicklung;1408;/Freelancer/K/Forschung-Wissenschaft-Bildung-Freelancer/Forschung-Entwicklung-Freelancer/
2023-11-09;Medizinische Wissenschaft;961;/Freelancer/K/Forschung-Wissenschaft-Bildung-Freelancer/Medizinische-Wissenschaft-Freelancer/
2023-11-09;Wissenschaft;4429;/Freelancer/K/Forschung-Wissenschaft-Bildung-Freelancer/Wissenschaft-Freelancer/
2023-11-09;IT, Entwicklung;50309;/Freelancer/K/IT-Entwicklung-Freelancer/
2023-11-09;Blockchain;198;/Freelancer/K/IT-Entwicklung-Freelancer/Blockchain-Freelancer/
2023-11-09;Business Intelligence;5500;/Freelancer/K/IT-Entwicklung-Freelancer/Business-Intelligence-Freelancer/
2023-11-09;Datenbanken;9803;/Freelancer/K/IT-Entwicklung-Freelancer/Datenbanken-Freelancer/
2023-11-09;DevOps;1601;/Freelancer/K/IT-Entwicklung-Freelancer/DevOps-Freelancer/
2023-11-09;ERP / CRM Systeme;3738;/Freelancer/K/IT-Entwicklung-Freelancer/ERP-CRM-Systeme-Freelancer/
2023-11-09;Hardware-Entwicklung / Engineering;1674;/Freelancer/K/IT-Entwicklung-Freelancer/Hardware-Entwicklung-Engineering-Freelancer/
2023-11-09;Incident / Service Management / ITIL;2294;/Freelancer/K/IT-Entwicklung-Freelancer/Incidentmanagement-Servicemanagement-ITIL-Freelancer/
2023-11-09;IT Sicherheit;3542;/Freelancer/K/IT-Entwicklung-Freelancer/IT-Sicherheit-Freelancer/
2023-11-09;Maschinelles Lernen;1192;/Freelancer/K/IT-Entwicklung-Freelancer/Maschinelles-Lernen-Freelancer/
2023-11-09;Natural Language Processing (NLP);254;/Freelancer/K/IT-Entwicklung-Freelancer/Natural-Language-Processing-Freelancer/
2023-11-09;Plattformen / Betriebssysteme;4536;/Freelancer/K/IT-Entwicklung-Freelancer/Plattformen-Betriebssysteme-Freelancer/
2023-11-09;Projektleitung / -management (IT);15346;/Freelancer/K/IT-Entwicklung-Freelancer/Projektleitung-Projektmanagement-IT-Freelancer/
2023-11-09;Qualitätsmanagement / Testing (IT);4725;/Freelancer/K/IT-Entwicklung-Freelancer/Qualitaetsmanagement-Testing-Freelancer/
2023-11-09;SAP;4938;/Freelancer/K/IT-Entwicklung-Freelancer/SAP-Freelancer/
2023-11-09;Serveradministration;2561;/Freelancer/K/IT-Entwicklung-Freelancer/Serveradministration-Freelancer/
2023-11-09;Shopify;476;/Freelancer/K/IT-Entwicklung-Freelancer/Shopify-Freelancer/
2023-11-09;Software Architektur / Analyse;3909;/Freelancer/K/IT-Entwicklung-Freelancer/Softwarearchitektur-Softwareanalyse-Freelancer/
2023-11-09;Softwareentwicklung / -programmierung;20319;/Freelancer/K/IT-Entwicklung-Freelancer/Softwareentwicklung-Softwareprogrammierung-Freelancer/
2023-11-09;Softwarepaketierung / Verteilung;878;/Freelancer/K/IT-Entwicklung-Freelancer/Softwarepaketierung-Verteilung-Freelancer/
2023-11-09;Support / Techniker;2982;/Freelancer/K/IT-Entwicklung-Freelancer/Support-Techniker-Freelancer/
2023-11-09;System Architektur / Analyse;3837;/Freelancer/K/IT-Entwicklung-Freelancer/Systemarchitektur-Systemanalyse-Freelancer/
2023-11-09;Systemadministration;3067;/Freelancer/K/IT-Entwicklung-Freelancer/Systemadministration-Freelancer/
2023-11-09;Telekommunikation / Netzwerke;3484;/Freelancer/K/IT-Entwicklung-Freelancer/Telekommunikation-Netzwerke-Freelancer/
2023-11-09;User Interface / User Experience;2083;/Freelancer/K/IT-Entwicklung-Freelancer/User-Interface-User-Experience-Freelancer/
2023-11-09;Virtualisierung;3106;/Freelancer/K/IT-Entwicklung-Freelancer/Virtualisierung-Freelancer/
2023-11-09;Web;14446;/Freelancer/K/IT-Entwicklung-Freelancer/Web-Freelancer/
2023-11-09;Weitere IT-Qualifikationen;11879;/Freelancer/K/IT-Entwicklung-Freelancer/Weitere-IT-Qualifikationen-Freelancer/
2023-11-09;Marketing, Vertrieb, Kommunikation;19667;/Freelancer/K/Marketing-Vertrieb-Kommunikation-Freelancer/
2023-11-09;Kommunikation;6935;/Freelancer/K/Marketing-Vertrieb-Kommunikation-Freelancer/Kommunikation-Freelancer/
2023-11-09;Marketing;13891;/Freelancer/K/Marketing-Vertrieb-Kommunikation-Freelancer/Marketing-Freelancer/
2023-11-09;Vertrieb;4626;/Freelancer/K/Marketing-Vertrieb-Kommunikation-Freelancer/Vertrieb-Freelancer/
2023-11-09;Management, Unternehmen, Strategie;29541;/Freelancer/K/Management-Unternehmen-Strategie-Freelancer/
2023-11-09;Management;11383;/Freelancer/K/Management-Unternehmen-Strategie-Freelancer/Management-Freelancer/
2023-11-09;Personalwesen;4458;/Freelancer/K/Management-Unternehmen-Strategie-Freelancer/Personalwesen-Freelancer/
2023-11-09;Projektleitung / -management / PMO;16419;/Freelancer/K/Management-Unternehmen-Strategie-Freelancer/Projektleitung-Projektmanagement-PMO-Freelancer/
2023-11-09;Qualitätsmanagement;2930;/Freelancer/K/Management-Unternehmen-Strategie-Freelancer/Qualitaetsmanagement-Freelancer/
2023-11-09;Strategie;10496;/Freelancer/K/Management-Unternehmen-Strategie-Freelancer/Strategie-Freelancer/
2023-11-09;Weitere organisatorische Qualifikationen;4288;/Freelancer/K/Management-Unternehmen-Strategie-Freelancer/Weitere-organisatorische-Freelancer/
2023-11-09;Sprachen, Dienstleistung, Soziales;12353;/Freelancer/K/Sprachen-Dienstleistung-Soziales-Freelancer/
2023-11-09;Dienstleistung;2382;/Freelancer/K/Sprachen-Dienstleistung-Soziales-Freelancer/Dienstleistung-Freelancer/
2023-11-09;Erziehung;42;/Freelancer/K/Sprachen-Dienstleistung-Soziales-Freelancer/Erziehung-Freelancer/
2023-11-09;Soziales;277;/Freelancer/K/Sprachen-Dienstleistung-Soziales-Freelancer/Soziales-Freelancer/
2023-11-09;Sprache / Übersetzung;4109;/Freelancer/K/Sprachen-Dienstleistung-Soziales-Freelancer/Sprache-Uebersetzung-Freelancer/
2023-11-09;Training / Schulung / Coaching;6467;/Freelancer/K/Sprachen-Dienstleistung-Soziales-Freelancer/Training-Schulung-Coaching-Freelancer/
2023-11-09;Technik, Ingenieurwesen;20847;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/
2023-11-09;Architektur;833;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Architektur-Freelancer/
2023-11-09;Automatisierungstechnik;1853;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Automatisierungstechnik-Freelancer/
2023-11-09;Bauingenieurwesen;1614;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Bauingenieurwesen-Freelancer/
2023-11-09;Elektrotechnik / Elektronik;1998;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Elektrotechnik-Elektronik-Freelancer/
2023-11-09;Energietechnik;1012;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Energietechnik-Freelancer/
2023-11-09;Fahrzeugbau / -technik;1799;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Fahrzeugbau-Fahrzeugtechnik-Freelancer/
2023-11-09;Fertigungstechnik;1230;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Fertigungstechnik-Freelancer/
2023-11-09;Funk- / Nachrichtentechnik;942;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Funktechnik-Nachrichtentechnik-Freelancer/
2023-11-09;Handwerk;919;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Handwerk-Freelancer/
2023-11-09;Installation / Montage / Wartung;1422;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Installation-Montage-Wartung-Freelancer/
2023-11-09;Konstruktionstechnik;1431;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Konstruktionstechnik-Freelancer/
2023-11-09;Luft- / Raumfahrttechnik;515;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Luftfahrttechnik-Raumfahrttechnik-Freelancer/
2023-11-09;Management (Technik);5312;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Projektleitung-Projektmanagement-PMO-Freelancer/
2023-11-09;Maschinen- / Anlagenbau;3157;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Maschinenbau-Anlagenbau-Freelancer/
2023-11-09;Mechatronik;449;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Mechatronik-Freelancer/
2023-11-09;Mess- / Regelungstechnik;1849;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Messtechnik-Regelungstechnik-Freelancer/
2023-11-09;Produktionstechnik;2012;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Produktionstechnik-Freelancer/
2023-11-09;Prüftechnik;699;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Prueftechnik-Freelancer/
2023-11-09;Qualitätsmanagement / Testing (Technik);1904;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Qualitaetsmanagement-Freelancer/
2023-11-09;Robotik / Robotertechnik;424;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Robotik-Robotertechnik-Freelancer/
2023-11-09;Sicherheitstechnik;1220;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Sicherheitstechnik-Freelancer/
2023-11-09;Technisches Zeichnen / CAD / CAE;3971;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Technisches-Zeichnen-CAD-CAE-Freelancer/
2023-11-09;Textiltechnik;80;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Textiltechnik-Freelancer/
2023-11-09;Umwelttechnik;500;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Umwelttechnik-Freelancer/
2023-11-09;Verfahrenstechnik;892;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Verfahrenstechnik-Freelancer/
2023-11-09;Versorgungstechnik;910;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/Versorgungstechnik-Freelancer/
2023-11-09;Weitere technische Qualifikationen;2733;/Freelancer/K/Technik-Ingenieurwesen-Freelancer/weitere-technische-Freelancer/
2023-11-10;Design, Kunst, Medien;21710;/Freelancer/K/Design-Kunst-Medien-Freelancer/
2023-11-10;Design;13500;/Freelancer/K/Design-Kunst-Medien-Freelancer/Design-Freelancer/
2023-11-10;Grafik- / Animationssoftware;6094;/Freelancer/K/Design-Kunst-Medien-Freelancer/Grafik-Animationssoftware-Freelancer/
2023-11-10;Kunst;3544;/Freelancer/K/Design-Kunst-Medien-Freelancer/Kunst-Freelancer/
2023-11-10;Medien;4172;/Freelancer/K/Design-Kunst-Medien-Freelancer/Medien-Freelancer/
2023-11-10;Redaktion;6322;/Freelancer/K/Design-Kunst-Medien-Freelancer/Redaktion-Freelancer/
2023-11-10;Einkauf, Handel, Logistik;6900;/Freelancer/K/Einkauf-Handel-Logistik-Freelancer/
2023-11-10;Einkauf;2297;/Freelancer/K/Einkauf-Handel-Logistik-Freelancer/Einkauf-Freelancer/
2023-11-10;Handel / E-Commerce;2264;/Freelancer/K/Einkauf-Handel-Logistik-Freelancer/Handel-E-Commerce-Freelancer/
2023-11-10;Import / Export;434;/Freelancer/K/Einkauf-Handel-Logistik-Freelancer/Import-Export-Freelancer/
2023-11-10;Lieferantenmanagement;1126;/Freelancer/K/Einkauf-Handel-Logistik-Freelancer/Lieferantenmanagement-Freelancer/
2023-11-10;Logistik / Supply-Chain-Management;2406;/Freelancer/K/Einkauf-Handel-Logistik-Freelancer/Supply-Chain-Management-Freelancer/
2023-11-10;Transport / Spedition;496;/Freelancer/K/Einkauf-Handel-Logistik-Freelancer/Transport-Freelancer/
2023-11-10;Finanzen, Versicherung, Recht;7370;/Freelancer/K/Finanzen-Versicherung-Recht-Freelancer/
2023-11-10;Finanzwesen;2885;/Freelancer/K/Finanzen-Versicherung-Recht-Freelancer/Finanzwesen-Freelancer/
2023-11-10;Rechnungswesen;4159;/Freelancer/K/Finanzen-Versicherung-Recht-Freelancer/Rechnungswesen-Freelancer/
2023-11-10;Rechtswesen;1557;/Freelancer/K/Finanzen-Versicherung-Recht-Freelancer/Rechtswesen-Freelancer/
2023-11-10;Versicherungen;502;/Freelancer/K/Finanzen-Versicherung-Recht-Freelancer/Versicherungen-Freelancer/
2023-11-10;Forschung, Wissenschaft, Bildung;7250;/Freelancer/K/Forschung-Wissenschaft-Bildung-Freelancer/
2023-11-10;Bildung;1384;/Freelancer/K/Forschung-Wissenschaft-Bildung-Freelancer/Bildung-Freelancer/
2023-11-10;Forschung / Entwicklung;1408;/Freelancer/K/Forschung-Wissenschaft-Bildung-Freelancer/Forschung-Entwicklung-Freelancer/
2023-11-10;Medizinische Wissenschaft;961;/Freelancer/K/Forschung-Wissenschaft-Bildung-Freelancer/Medizinische-Wissenschaft-Freelancer/
2023-11-10;Wissenschaft;4429;/Freelancer/K/Forschung-Wissenschaft-Bildung-Freelancer/Wissenschaft-Freelancer/
2023-11-10;IT, Entwicklung;50352;/Freelancer/K/IT-Entwicklung-Freelancer/
