date;job_group;num_jobs;href
2023-11-03;Strategie;126;/Projekte/K/Management-Unternehmen-Strategie-Projekte/Strategie-Projekte/
2023-11-03;Weitere organisatorische Qualifikationen;93;/Projekte/K/Management-Unternehmen-Strategie-Projekte/Weitere-organisatorische-Projekte/
2023-11-03;Sprachen, Dienstleistung, Soziales;46;/Projekte/K/Sprachen-Dienstleistung-Soziales-Projekte/
2023-11-03;Dienstleistung;21;/Projekte/K/Sprachen-Dienstleistung-Soziales-Projekte/Dienstleistung-Projekte/
2023-11-03;Erziehung;0;/Projekte/K/Sprachen-Dienstleistung-Soziales-Projekte/Erziehung-Projekte/
2023-11-03;Soziales;0;/Projekte/K/Sprachen-Dienstleistung-Soziales-Projekte/Soziales-Projekte/
2023-11-03;Sprache / Übersetzung;2;/Projekte/K/Sprachen-Dienstleistung-Soziales-Projekte/Sprache-Uebersetzung-Projekte/
2023-11-03;Training / Schulung / Coaching;23;/Projekte/K/Sprachen-Dienstleistung-Soziales-Projekte/Training-Schulung-Coaching-Projekte/
2023-11-03;Technik, Ingenieurwesen;1456;/Projekte/K/Technik-Ingenieurwesen-Projekte/
2023-11-03;Architektur;109;/Projekte/K/Technik-Ingenieurwesen-Projekte/Architektur-Projekte/
2023-11-03;Automatisierungstechnik;116;/Projekte/K/Technik-Ingenieurwesen-Projekte/Automatisierungstechnik-Projekte/
2023-11-03;Bauingenieurwesen;161;/Projekte/K/Technik-Ingenieurwesen-Projekte/Bauingenieurwesen-Projekte/
2023-11-03;Elektrotechnik / Elektronik;240;/Projekte/K/Technik-Ingenieurwesen-Projekte/Elektrotechnik-Elektronik-Projekte/
2023-11-03;Energietechnik;56;/Projekte/K/Technik-Ingenieurwesen-Projekte/Energietechnik-Projekte/
2023-11-03;Fahrzeugbau / -technik;175;/Projekte/K/Technik-Ingenieurwesen-Projekte/Fahrzeugbau-Fahrzeugtechnik-Projekte/
2023-11-03;Fertigungstechnik;48;/Projekte/K/Technik-Ingenieurwesen-Projekte/Fertigungstechnik-Projekte/
2023-11-03;Funk- / Nachrichtentechnik;60;/Projekte/K/Technik-Ingenieurwesen-Projekte/Funktechnik-Nachrichtentechnik-Projekte/
2023-11-03;Handwerk;25;/Projekte/K/Technik-Ingenieurwesen-Projekte/Handwerk-Projekte/
2023-11-03;Installation / Montage / Wartung;28;/Projekte/K/Technik-Ingenieurwesen-Projekte/Installation-Montage-Wartung-Projekte/
2023-11-03;Konstruktionstechnik;35;/Projekte/K/Technik-Ingenieurwesen-Projekte/Konstruktionstechnik-Projekte/
2023-11-03;Luft- / Raumfahrttechnik;7;/Projekte/K/Technik-Ingenieurwesen-Projekte/Luftfahrttechnik-Raumfahrttechnik-Projekte/
2023-11-03;Management (Technik);267;/Projekte/K/Technik-Ingenieurwesen-Projekte/Projektleitung-Projektmanagement-PMO-Projekte/
2023-11-03;Maschinen- / Anlagenbau;169;/Projekte/K/Technik-Ingenieurwesen-Projekte/Maschinenbau-Anlagenbau-Projekte/
2023-11-03;Mechatronik;28;/Projekte/K/Technik-Ingenieurwesen-Projekte/Mechatronik-Projekte/
2023-11-03;Mess- / Regelungstechnik;195;/Projekte/K/Technik-Ingenieurwesen-Projekte/Messtechnik-Regelungstechnik-Projekte/
2023-11-03;Produktionstechnik;113;/Projekte/K/Technik-Ingenieurwesen-Projekte/Produktionstechnik-Projekte/
2023-11-03;Prüftechnik;29;/Projekte/K/Technik-Ingenieurwesen-Projekte/Prueftechnik-Projekte/
2023-11-03;Qualitätsmanagement / Testing (Technik);92;/Projekte/K/Technik-Ingenieurwesen-Projekte/Qualitaetsmanagement-Projekte/
2023-11-03;Robotik / Robotertechnik;33;/Projekte/K/Technik-Ingenieurwesen-Projekte/Robotik-Robotertechnik-Projekte/
2023-11-03;Sicherheitstechnik;96;/Projekte/K/Technik-Ingenieurwesen-Projekte/Sicherheitstechnik-Projekte/
2023-11-03;Technisches Zeichnen / CAD / CAE;121;/Projekte/K/Technik-Ingenieurwesen-Projekte/Technisches-Zeichnen-CAD-CAE-Projekte/
2023-11-03;Textiltechnik;1;/Projekte/K/Technik-Ingenieurwesen-Projekte/Textiltechnik-Projekte/
2023-11-03;Umwelttechnik;65;/Projekte/K/Technik-Ingenieurwesen-Projekte/Umwelttechnik-Projekte/
2023-11-03;Verfahrenstechnik;33;/Projekte/K/Technik-Ingenieurwesen-Projekte/Verfahrenstechnik-Projekte/
2023-11-03;Versorgungstechnik;120;/Projekte/K/Technik-Ingenieurwesen-Projekte/Versorgungstechnik-Projekte/
2023-11-03;Weitere technische Qualifikationen;70;/Projekte/K/Technik-Ingenieurwesen-Projekte/Weitere-technische-Projekte/
2023-11-02;Design, Kunst, Medien;100;/Projekte/K/Design-Kunst-Medien-Projekte/
2023-11-02;Design;48;/Projekte/K/Design-Kunst-Medien-Projekte/Design-Projekte/
2023-11-02;Grafik- / Animationssoftware;21;/Projekte/K/Design-Kunst-Medien-Projekte/Grafik-Animationssoftware-Projekte/
2023-11-02;Kunst;9;/Projekte/K/Design-Kunst-Medien-Projekte/Kunst-Projekte/
2023-11-02;Medien;5;/Projekte/K/Design-Kunst-Medien-Projekte/Medien-Projekte/
2023-11-02;Redaktion;30;/Projekte/K/Design-Kunst-Medien-Projekte/Redaktion-Projekte/
2023-11-02;Einkauf, Handel, Logistik;296;/Projekte/K/Einkauf-Handel-Logistik/
2023-11-02;Einkauf;79;/Projekte/K/Einkauf-Handel-Logistik/Einkauf-Projekte/
2023-11-02;Handel / E-Commerce;106;/Projekte/K/Einkauf-Handel-Logistik/Handel-E-Commerce-Projekte/
2023-11-02;Import / Export;25;/Projekte/K/Einkauf-Handel-Logistik/Import-Export-Projekte/
2023-11-02;Lieferantenmanagement;14;/Projekte/K/Einkauf-Handel-Logistik/Lieferantenmanagement-Projekte/
2023-11-02;Logistik / Supply-Chain-Management;96;/Projekte/K/Einkauf-Handel-Logistik/Supply-Chain-Management-Projekte/
2023-11-02;Transport / Spedition;10;/Projekte/K/Einkauf-Handel-Logistik/Transport-Projekte/
2023-11-02;Finanzen, Versicherung, Recht;402;/Projekte/K/Finanzen-Versicherung-Recht-Projekte/
2023-11-02;Finanzwesen;150;/Projekte/K/Finanzen-Versicherung-Recht-Projekte/Finanzwesen-Projekte/
2023-11-02;Rechnungswesen;220;/Projekte/K/Finanzen-Versicherung-Recht-Projekte/Rechnungswesen-Projekte/
2023-11-02;Rechtswesen;109;/Projekte/K/Finanzen-Versicherung-Recht-Projekte/Rechtswesen-Projekte/
2023-11-02;Versicherungen;11;/Projekte/K/Finanzen-Versicherung-Recht-Projekte/Versicherungen-Projekte/
2023-11-02;Forschung, Wissenschaft, Bildung;305;/Projekte/K/Forschung-Wissenschaft-Bildung-Projekte/
2023-11-02;Bildung;1;/Projekte/K/Forschung-Wissenschaft-Bildung-Projekte/Bildung-Projekte/
2023-11-02;Forschung / Entwicklung;15;/Projekte/K/Forschung-Wissenschaft-Bildung-Projekte/Forschung-Entwicklung-Projekte/
2023-11-02;Medizinische Wissenschaft;51;/Projekte/K/Forschung-Wissenschaft-Bildung-Projekte/Medizinische-Wissenschaft-Projekte/
2023-11-02;Wissenschaft;257;/Projekte/K/Forschung-Wissenschaft-Bildung-Projekte/Wissenschaft-Projekte/
2023-11-02;IT, Entwicklung;2544;/Projekte/K/IT-Entwicklung-Projekte/
2023-11-02;Blockchain;7;/Projekte/K/IT-Entwicklung-Projekte/Blockchain-Projekte/
2023-11-02;Business Intelligence;139;/Projekte/K/IT-Entwicklung-Projekte/Business-Intelligence-Projekte/
2023-11-02;Datenbanken;222;/Projekte/K/IT-Entwicklung-Projekte/Datenbanken-Projekte/
2023-11-02;DevOps;90;/Projekte/K/IT-Entwicklung-Projekte/DevOps-Projekte/
2023-11-02;ERP / CRM Systeme;301;/Projekte/K/IT-Entwicklung-Projekte/ERP-CRM-Systeme-Projekte/
2023-11-02;Hardware-Entwicklung / Engineering;112;/Projekte/K/IT-Entwicklung-Projekte/Hardware-Entwicklung-Engineering-Projekte/
2023-11-02;Incident / Service Management / ITIL;55;/Projekte/K/IT-Entwicklung-Projekte/Incidentmanagement-Servicemanagement-ITIL-Projekte/
2023-11-02;IT Sicherheit;254;/Projekte/K/IT-Entwicklung-Projekte/IT-Sicherheit-Projekte/
2023-11-02;Maschinelles Lernen;15;/Projekte/K/IT-Entwicklung-Projekte/Maschinelles-Lernen-Projekte/
2023-11-02;Natural Language Processing (NLP);1;/Projekte/K/IT-Entwicklung-Projekte/Natural-Language-Processing-Projekte/
2023-11-02;Plattformen / Betriebssysteme;164;/Projekte/K/IT-Entwicklung-Projekte/Plattformen-Betriebssysteme-Projekte/
2023-11-02;Projektleitung / -management (IT);222;/Projekte/K/IT-Entwicklung-Projekte/Projektleitung-Projektmanagement-IT-Projekte/
2023-11-02;Qualitätsmanagement / Testing (IT);148;/Projekte/K/IT-Entwicklung-Projekte/Qualitaetsmanagement-Testing-Projekte/
2023-11-02;SAP;526;/Projekte/K/IT-Entwicklung-Projekte/SAP-Projekte/
2023-11-02;Serveradministration;118;/Projekte/K/IT-Entwicklung-Projekte/Serveradministration-Projekte/
2023-11-02;Shopify;2;/Projekte/K/IT-Entwicklung-Projekte/Shopify-Projekte/
2023-11-02;Software Architektur / Analyse;90;/Projekte/K/IT-Entwicklung-Projekte/Softwarearchitektur-Softwareanalyse-Projekte/
2023-11-02;Softwareentwicklung / -programmierung;690;/Projekte/K/IT-Entwicklung-Projekte/Softwareentwicklung-Softwareprogrammierung-Projekte/
2023-11-02;Softwarepaketierung / Verteilung;15;/Projekte/K/IT-Entwicklung-Projekte/Softwarepaketierung-Verteilung-Projekte/
2023-11-02;Support / Techniker;74;/Projekte/K/IT-Entwicklung-Projekte/Support-Techniker-Projekte/
2023-11-02;System Architektur / Analyse;305;/Projekte/K/IT-Entwicklung-Projekte/Systemarchitektur-Systemanalyse-Projekte/
2023-11-02;Systemadministration;207;/Projekte/K/IT-Entwicklung-Projekte/Systemadministration-Projekte/
2023-11-02;Telekommunikation / Netzwerke;180;/Projekte/K/IT-Entwicklung-Projekte/Telekommunikation-Netzwerke-Projekte/
2023-11-02;User Interface / User Experience;26;/Projekte/K/IT-Entwicklung-Projekte/User-Interface-User-Experience-Projekte/
2023-11-02;Virtualisierung;168;/Projekte/K/IT-Entwicklung-Projekte/Virtualisierung-Projekte/
2023-11-02;Web;310;/Projekte/K/IT-Entwicklung-Projekte/Web-Projekte/
2023-11-02;Weitere IT-Qualifikationen;355;/Projekte/K/IT-Entwicklung-Projekte/Weitere-IT-Qualifikationen-Projekte/
2023-11-02;Marketing, Vertrieb, Kommunikation;221;/Projekte/K/Marketing-Vertrieb-Kommunikation-Projekte/
2023-11-02;Kommunikation;55;/Projekte/K/Marketing-Vertrieb-Kommunikation-Projekte/Kommunikation-Projekte/
2023-11-02;Marketing;104;/Projekte/K/Marketing-Vertrieb-Kommunikation-Projekte/Marketing-Projekte/
2023-11-02;Vertrieb;76;/Projekte/K/Marketing-Vertrieb-Kommunikation-Projekte/Vertrieb-Projekte/
2023-11-02;Management, Unternehmen, Strategie;884;/Projekte/K/Management-Unternehmen-Strategie-Projekte/
2023-11-02;Management;152;/Projekte/K/Management-Unternehmen-Strategie-Projekte/Management-Projekte/
2023-11-02;Personalwesen;72;/Projekte/K/Management-Unternehmen-Strategie-Projekte/Personalwesen-Projekte/
2023-11-02;Projektleitung / -management / PMO;443;/Projekte/K/Management-Unternehmen-Strategie-Projekte/Projektleitung-Projektmanagement-PMO-Projekte/
2023-11-02;Qualitätsmanagement;176;/Projekte/K/Management-Unternehmen-Strategie-Projekte/Qualitaetsmanagement-Projekte/
2023-11-02;Strategie;122;/Projekte/K/Management-Unternehmen-Strategie-Projekte/Strategie-Projekte/
2023-11-02;Weitere organisatorische Qualifikationen;94;/Projekte/K/Management-Unternehmen-Strategie-Projekte/Weitere-organisatorische-Projekte/
2023-11-02;Sprachen, Dienstleistung, Soziales;46;/Projekte/K/Sprachen-Dienstleistung-Soziales-Projekte/
2023-11-02;Dienstleistung;21;/Projekte/K/Sprachen-Dienstleistung-Soziales-Projekte/Dienstleistung-Projekte/
2023-11-02;Erziehung;0;/Projekte/K/Sprachen-Dienstleistung-Soziales-Projekte/Erziehung-Projekte/
2023-11-02;Soziales;0;/Projekte/K/Sprachen-Dienstleistung-Soziales-Projekte/Soziales-Projekte/
2023-11-02;Sprache / Übersetzung;3;/Projekte/K/Sprachen-Dienstleistung-Soziales-Projekte/Sprache-Uebersetzung-Projekte/
2023-11-02;Training / Schulung / Coaching;22;/Projekte/K/Sprachen-Dienstleistung-Soziales-Projekte/Training-Schulung-Coaching-Projekte/
2023-11-02;Technik, Ingenieurwesen;1441;/Projekte/K/Technik-Ingenieurwesen-Projekte/
2023-11-02;Architektur;112;/Projekte/K/Technik-Ingenieurwesen-Projekte/Architektur-Projekte/
2023-11-02;Automatisierungstechnik;111;/Projekte/K/Technik-Ingenieurwesen-Projekte/Automatisierungstechnik-Projekte/
2023-11-02;Bauingenieurwesen;161;/Projekte/K/Technik-Ingenieurwesen-Projekte/Bauingenieurwesen-Projekte/
2023-11-02;Elektrotechnik / Elektronik;237;/Projekte/K/Technik-Ingenieurwesen-Projekte/Elektrotechnik-Elektronik-Projekte/
2023-11-02;Energietechnik;56;/Projekte/K/Technik-Ingenieurwesen-Projekte/Energietechnik-Projekte/
2023-11-02;Fahrzeugbau / -technik;173;/Projekte/K/Technik-Ingenieurwesen-Projekte/Fahrzeugbau-Fahrzeugtechnik-Projekte/
2023-11-02;Fertigungstechnik;46;/Projekte/K/Technik-Ingenieurwesen-Projekte/Fertigungstechnik-Projekte/
2023-11-02;Funk- / Nachrichtentechnik;59;/Projekte/K/Technik-Ingenieurwesen-Projekte/Funktechnik-Nachrichtentechnik-Projekte/
2023-11-02;Handwerk;23;/Projekte/K/Technik-Ingenieurwesen-Projekte/Handwerk-Projekte/
2023-11-02;Installation / Montage / Wartung;29;/Projekte/K/Technik-Ingenieurwesen-Projekte/Installation-Montage-Wartung-Projekte/
2023-11-02;Konstruktionstechnik;33;/Projekte/K/Technik-Ingenieurwesen-Projekte/Konstruktionstechnik-Projekte/
2023-11-02;Luft- / Raumfahrttechnik;5;/Projekte/K/Technik-Ingenieurwesen-Projekte/Luftfahrttechnik-Raumfahrttechnik-Projekte/
2023-11-02;Management (Technik);260;/Projekte/K/Technik-Ingenieurwesen-Projekte/Projektleitung-Projektmanagement-PMO-Projekte/
2023-11-02;Maschinen- / Anlagenbau;166;/Projekte/K/Technik-Ingenieurwesen-Projekte/Maschinenbau-Anlagenbau-Projekte/
2023-11-02;Mechatronik;29;/Projekte/K/Technik-Ingenieurwesen-Projekte/Mechatronik-Projekte/
2023-11-02;Mess- / Regelungstechnik;192;/Projekte/K/Technik-Ingenieurwesen-Projekte/Messtechnik-Regelungstechnik-Projekte/
2023-11-02;Produktionstechnik;115;/Projekte/K/Technik-Ingenieurwesen-Projekte/Produktionstechnik-Projekte/
2023-11-02;Prüftechnik;30;/Projekte/K/Technik-Ingenieurwesen-Projekte/Prueftechnik-Projekte/
2023-11-02;Qualitätsmanagement / Testing (Technik);90;/Projekte/K/Technik-Ingenieurwesen-Projekte/Qualitaetsmanagement-Projekte/
2023-11-02;Robotik / Robotertechnik;32;/Projekte/K/Technik-Ingenieurwesen-Projekte/Robotik-Robotertechnik-Projekte/
2023-11-02;Sicherheitstechnik;94;/Projekte/K/Technik-Ingenieurwesen-Projekte/Sicherheitstechnik-Projekte/
2023-11-02;Technisches Zeichnen / CAD / CAE;126;/Projekte/K/Technik-Ingenieurwesen-Projekte/Technisches-Zeichnen-CAD-CAE-Projekte/
2023-11-02;Textiltechnik;1;/Projekte/K/Technik-Ingenieurwesen-Projekte/Textiltechnik-Projekte/
2023-11-02;Umwelttechnik;64;/Projekte/K/Technik-Ingenieurwesen-Projekte/Umwelttechnik-Projekte/
2023-11-02;Verfahrenstechnik;33;/Projekte/K/Technik-Ingenieurwesen-Projekte/Verfahrenstechnik-Projekte/
2023-11-02;Versorgungstechnik;116;/Projekte/K/Technik-Ingenieurwesen-Projekte/Versorgungstechnik-Projekte/
2023-11-02;Weitere technische Qualifikationen;71;/Projekte/K/Technik-Ingenieurwesen-Projekte/Weitere-technische-Projekte/
2023-11-04;Design, Kunst, Medien;102;/Projekte/K/Design-Kunst-Medien-Projekte/
2023-11-04;Design;50;/Projekte/K/Design-Kunst-Medien-Projekte/Design-Projekte/
2023-11-04;Grafik- / Animationssoftware;20;/Projekte/K/Design-Kunst-Medien-Projekte/Grafik-Animationssoftware-Projekte/
2023-11-04;Kunst;8;/Projekte/K/Design-Kunst-Medien-Projekte/Kunst-Projekte/
2023-11-04;Medien;6;/Projekte/K/Design-Kunst-Medien-Projekte/Medien-Projekte/
2023-11-04;Redaktion;33;/Projekte/K/Design-Kunst-Medien-Projekte/Redaktion-Projekte/
2023-11-04;Einkauf, Handel, Logistik;300;/Projekte/K/Einkauf-Handel-Logistik/
2023-11-04;Einkauf;80;/Projekte/K/Einkauf-Handel-Logistik/Einkauf-Projekte/
2023-11-04;Handel / E-Commerce;110;/Projekte/K/Einkauf-Handel-Logistik/Handel-E-Commerce-Projekte/
2023-11-04;Import / Export;24;/Projekte/K/Einkauf-Handel-Logistik/Import-Export-Projekte/
2023-11-04;Lieferantenmanagement;13;/Projekte/K/Einkauf-Handel-Logistik/Lieferantenmanagement-Projekte/
2023-11-04;Logistik / Supply-Chain-Management;96;/Projekte/K/Einkauf-Handel-Logistik/Supply-Chain-Management-Projekte/
2023-11-04;Transport / Spedition;11;/Projekte/K/Einkauf-Handel-Logistik/Transport-Projekte/
2023-11-04;Finanzen, Versicherung, Recht;394;/Projekte/K/Finanzen-Versicherung-Recht-Projekte/
2023-11-04;Finanzwesen;147;/Projekte/K/Finanzen-Versicherung-Recht-Projekte/Finanzwesen-Projekte/
2023-11-04;Rechnungswesen;214;/Projekte/K/Finanzen-Versicherung-Recht-Projekte/Rechnungswesen-Projekte/
2023-11-04;Rechtswesen;109;/Projekte/K/Finanzen-Versicherung-Recht-Projekte/Rechtswesen-Projekte/
2023-11-04;Versicherungen;10;/Projekte/K/Finanzen-Versicherung-Recht-Projekte/Versicherungen-Projekte/
2023-11-04;Forschung, Wissenschaft, Bildung;309;/Projekte/K/Forschung-Wissenschaft-Bildung-Projekte/
2023-11-04;Bildung;1;/Projekte/K/Forschung-Wissenschaft-Bildung-Projekte/Bildung-Projekte/
2023-11-04;Forschung / Entwicklung;20;/Projekte/K/Forschung-Wissenschaft-Bildung-Projekte/Forschung-Entwicklung-Projekte/
2023-11-04;Medizinische Wissenschaft;55;/Projekte/K/Forschung-Wissenschaft-Bildung-Projekte/Medizinische-Wissenschaft-Projekte/
2023-11-04;Wissenschaft;260;/Projekte/K/Forschung-Wissenschaft-Bildung-Projekte/Wissenschaft-Projekte/
2023-11-04;IT, Entwicklung;2529;/Projekte/K/IT-Entwicklung-Projekte/
2023-11-04;Blockchain;6;/Projekte/K/IT-Entwicklung-Projekte/Blockchain-Projekte/
2023-11-04;Business Intelligence;137;/Projekte/K/IT-Entwicklung-Projekte/Business-Intelligence-Projekte/
2023-11-04;Datenbanken;226;/Projekte/K/IT-Entwicklung-Projekte/Datenbanken-Projekte/
2023-11-04;DevOps;91;/Projekte/K/IT-Entwicklung-Projekte/DevOps-Projekte/
2023-11-04;ERP / CRM Systeme;300;/Projekte/K/IT-Entwicklung-Projekte/ERP-CRM-Systeme-Projekte/
2023-11-04;Hardware-Entwicklung / Engineering;110;/Projekte/K/IT-Entwicklung-Projekte/Hardware-Entwicklung-Engineering-Projekte/
2023-11-04;Incident / Service Management / ITIL;46;/Projekte/K/IT-Entwicklung-Projekte/Incidentmanagement-Servicemanagement-ITIL-Projekte/
2023-11-04;IT Sicherheit;258;/Projekte/K/IT-Entwicklung-Projekte/IT-Sicherheit-Projekte/
2023-11-04;Maschinelles Lernen;12;/Projekte/K/IT-Entwicklung-Projekte/Maschinelles-Lernen-Projekte/
2023-11-04;Natural Language Processing (NLP);1;/Projekte/K/IT-Entwicklung-Projekte/Natural-Language-Processing-Projekte/
2023-11-04;Plattformen / Betriebssysteme;158;/Projekte/K/IT-Entwicklung-Projekte/Plattformen-Betriebssysteme-Projekte/
2023-11-04;Projektleitung / -management (IT);216;/Projekte/K/IT-Entwicklung-Projekte/Projektleitung-Projektmanagement-IT-Projekte/
2023-11-04;Qualitätsmanagement / Testing (IT);146;/Projekte/K/IT-Entwicklung-Projekte/Qualitaetsmanagement-Testing-Projekte/
2023-11-04;SAP;521;/Projekte/K/IT-Entwicklung-Projekte/SAP-Projekte/
2023-11-04;Serveradministration;115;/Projekte/K/IT-Entwicklung-Projekte/Serveradministration-Projekte/
